Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2021-06-12,Kolkata,16.0,30.6,11.2,2.9,5.6,SW,39,E,SW,12,16,53,42,1006.7,1006.8,0,4,30.2,29.3,Yes,Yes
2008-12-25,Ahmedabad,13.7,28.1,4.8,12.4,6.1,NW,30,SSE,WNW,18,15,94,54,1020.2,1015.1,3,NA,25.6,15.2,Yes,Yes
2023-04-07,Chennai,19.8,30.2,5.4,9.2,5.9,SSW,41,E,SSW,14,8,93,62,1011.6,1017.7,6,6,25.3,26.8,Yes,No
2033-10-03,Hyderabad,29.0,43.4,10.4,0.9,NA,NE,26,ESE,SW,12,13,74,38,1016.1,1019.8,1,3,38.5,33.7,Yes,No
2012-09-14,Chennai,28.0,37.1,11.7,NA,7.2,SW,48,N,SW,12,18,71,34,1015.6,1012.8,8,NA,36.3,33.2,Yes,No
2032-11-05,Bangalore,13.9,28.2,19.4,NA,2.4,WSW,20,NNE,NW,17,14,55,48,1022.2,1019.3,0,NA,21.1,22.0,Yes,Yes
2014-12-14,Pune,16.1,23.7,8.8,14.9,NA,NNE,46,E,NNW,15,7,82,63,1005.2,1008.3,4,NA,21.0,16.5,Yes,No
2028-09-06,Kolkata,11.4,23.0,16.9,13.0,8.1,SSE,25,E,W,11,19,87,59,1013.6,1021.9,NA,1,16.0,19.6,Yes,No
2029-06-14,Hyderabad,22.5,31.1,3.0,12.3,5.0,ENE,39,ENE,NNE,6,10,61,73,1005.7,1006.5,1,3,25.5,27.3,Yes,No
2032-03-18,Jaipur,17.8,27.5,0.3,NA,9.7,S,20,W,WNW,11,19,53,56,1014.8,1023.0,6,NA,24.8,23.4,Yes,No
2019-11-20,Hyderabad,19.8,30.3,4.4,7.2,2.7,W,46,E,NNW,16,13,75,41,1020.9,1014.7,7,NA,27.2,27.6,Yes,Yes
2033-06-07,Chennai,23.3,34.8,11.7,3.6,NA,SSE,32,NE,SE,13,8,72,35,1022.9,1014.6,5,3,28.9,26.5,Yes,No
2035-04-13,Ahmedabad,13.4,21.5,10.8,3.8,0.8,E,22,NW,NNE,14,6,58,72,1024.7,1020.7,3,2,18.8,19.4,Yes,No
2015-06-19,Mumbai,16.7,29.3,5.6,NA,0.9,SE,40,SW,NNW,20,17,81,89,1015.4,1014.6,NA,NA,23.6,17.1,Yes,No
2032-01-29,Delhi,28.0,37.3,2.4,7.5,1.5,SSE,41,N,S,11,13,71,57,1013.0,1018.7,NA,0,32.0,33.2,Yes,No
2030-03-13,Chennai,21.6,32.6,11.7,7.2,6.6,NNW,38,E,ESE,6,14,98,81,1008.8,1008.8,5,7,31.8,21.7,Yes,No
2022-06-08,Hyderabad,19.6,25.7,12.3,NA,3.2,W,47,SE,SSE,11,10,90,86,1005.1,1011.4,8,2,22.5,20.7,Yes,No
2013-06-05,Lucknow,24.1,37.4,1.8,NA,NA,SE,46,NNW,SE,11,8,64,66,1019.0,1014.3,4,4,27.2,31.2,Yes,No
2011-09-27,Hyderabad,11.4,18.6,6.6,14.1,5.7,SSW,22,N,NNW,8,10,87,48,1006.3,1021.5,NA,6,16.6,12.5,Yes,No
2025-09-08,Pune,12.9,21.6,2.9,NA,11.4,ENE,34,S,S,9,6,81,34,1024.8,1014.0,1,NA,17.4,17.9,Yes,Yes
2011-02-16,Hyderabad,14.4,20.4,11.4,8.6,4.9,SSE,38,NW,WNW,14,16,87,34,1022.5,1018.7,2,NA,19.7,18.7,Yes,Yes
2019-12-05,Mumbai,24.8,33.7,1.2,2.2,NA,S,44,WSW,N,6,11,65,35,1016.1,1012.2,8,6,31.1,32.1,Yes,Yes
2028-09-08,Ahmedabad,16.7,25.0,17.9,9.3,10.6,NNW,24,S,SE,9,20,50,72,1011.7,1020.4,1,2,19.3,18.9,Yes,No
2012-11-19,Chennai,10.3,21.9,9.4,1.5,11.2,N,22,SSE,E,15,8,96,70,1014.0,1016.3,0,7,14.9,18.1,Yes,Yes
2012-05-13,Bangalore,10.6,23.1,6.5,9.4,5.6,NNE,35,WSW,NE,10,8,96,36,1015.6,1008.8,2,7,17.2,18.1,Yes,Yes
2018-02-06,Jaipur,22.7,33.3,17.5,13.8,6.4,NW,36,NNE,ENE,11,14,91,70,1008.3,1010.0,5,8,28.4,25.1,Yes,No
2030-12-05,Lucknow,13.2,22.8,0.7,1.7,6.7,W,35,W,SSW,20,10,53,69,1013.5,1017.9,7,6,14.6,20.3,Yes,Yes
2031-10-07,Chennai,18.5,25.5,16.6,1.7,2.0,SSW,23,NNE,SW,10,16,56,79,1011.3,1020.3,3,7,24.3,21.3,Yes,No
2027-05-11,Pune,12.7,20.7,18.3,4.6,9.4,SW,30,E,WSW,13,11,68,62,1009.8,1024.0,4,4,19.8,15.8,Yes,No
2011-03-14,Bangalore,10.4,21.7,10.3,NA,11.4,ENE,31,ENE,NNE,20,8,53,63,1024.6,1021.1,NA,NA,16.1,16.8,Yes,Yes
2024-04-16,Lucknow,27.7,33.5,15.9,13.1,4.6,E,26,WNW,ESE,16,9,88,88,1021.1,1015.7,4,7,31.3,31.0,Yes,Yes
2026-11-16,Pune,22.2,35.6,10.2,14.1,NA,NNE,50,WNW,WNW,8,8,69,36,1005.0,1022.3,4,4,31.1,29.1,Yes,Yes
2008-04-27,Delhi,12.4,25.0,8.0,5.4,5.3,ENE,48,W,SSE,18,16,97,45,1013.2,1010.2,3,0,17.0,14.9,Yes,No
2008-10-14,Chennai,26.3,31.4,9.8,8.9,4.8,NNE,34,S,SW,5,19,52,70,1013.9,1022.3,4,6,27.0,31.3,Yes,No
2010-06-19,Ahmedabad,29.0,42.5,8.9,7.3,1.3,ESE,42,SSE,NNW,12,19,99,47,1014.5,1018.4,7,NA,29.1,35.0,Yes,Yes
2029-05-10,Delhi,22.7,30.3,12.1,9.2,2.3,SSE,20,S,NE,13,18,90,53,1018.9,1022.2,NA,0,22.9,26.6,Yes,Yes
2032-06-30,Delhi,26.3,33.9,10.8,4.9,3.6,ESE,31,ESE,SSE,16,18,74,69,1024.3,1012.7,NA,2,27.9,28.6,Yes,No
2012-09-13,Delhi,12.2,17.8,9.8,14.6,4.2,ENE,37,NNE,W,8,14,84,84,1006.4,1007.8,NA,8,12.3,13.5,Yes,Yes
2030-05-15,Chennai,23.8,29.7,18.6,13.0,NA,WSW,49,E,SE,18,7,99,76,1012.3,1014.6,2,1,27.1,24.0,Yes,Yes
2030-08-18,Bangalore,23.4,32.5,14.6,NA,0.5,NW,32,ENE,NNE,20,6,53,86,1014.2,1011.6,8,7,26.4,25.4,Yes,No
2027-05-20,Kolkata,26.7,33.0,15.2,4.1,5.0,S,40,SSW,ENE,17,19,55,73,1006.9,1019.4,8,7,29.0,30.0,Yes,Yes
2013-07-25,Mumbai,19.8,30.4,9.2,7.2,5.2,NNE,39,ESE,SE,19,8,73,55,1016.5,1015.1,NA,NA,30.3,29.2,Yes,Yes
2019-09-29,Delhi,18.2,33.1,13.6,10.2,2.5,NNW,35,SSW,SW,16,9,66,45,1005.0,1024.5,0,4,21.1,25.6,Yes,Yes
2021-07-05,Lucknow,10.2,17.1,13.0,NA,3.8,W,24,WSW,E,7,11,76,47,1015.2,1007.1,NA,NA,13.1,16.1,Yes,No
2015-10-15,Lucknow,19.1,32.5,17.7,NA,7.3,W,29,SW,WNW,16,17,82,66,1007.9,1014.8,NA,NA,23.5,21.3,Yes,No
2009-05-31,Bangalore,29.7,42.0,13.4,4.3,5.1,NNE,22,SW,ENE,7,7,54,78,1017.5,1011.3,8,0,36.7,39.5,Yes,No
2034-02-17,Hyderabad,28.7,36.5,13.6,10.2,9.4,WNW,26,ENE,SSW,13,9,79,57,1024.7,1005.4,7,1,33.0,33.7,Yes,No
2024-02-02,Bangalore,26.6,32.1,7.2,2.1,1.1,NNW,26,SE,N,5,19,87,78,1023.5,1024.2,0,NA,27.2,29.3,Yes,Yes
2032-04-05,Jaipur,26.7,37.5,5.7,0.1,5.7,SW,39,NW,SSE,9,11,55,46,1011.6,1023.8,4,7,35.1,27.9,Yes,No
2019-03-17,Chennai,13.4,27.8,9.4,1.8,4.3,W,46,ESE,WNW,18,20,53,58,1015.2,1009.0,NA,NA,21.1,19.1,Yes,No
2008-07-31,Kolkata,11.6,24.9,14.1,3.2,9.1,NW,28,SSW,SW,14,13,74,78,1010.1,1011.7,2,3,19.3,20.7,Yes,Yes
2028-01-12,Chennai,13.4,26.4,6.4,1.6,6.2,NNE,31,W,WNW,14,17,65,30,1012.8,1021.6,NA,3,14.8,14.6,Yes,Yes
2017-08-08,Mumbai,18.6,24.5,16.3,NA,3.1,SE,20,ENE,SE,6,14,93,40,1006.8,1005.8,1,1,19.3,23.5,Yes,No
2008-11-29,Ahmedabad,15.5,23.5,3.5,4.5,2.6,E,31,SE,NNW,12,5,74,42,1006.0,1024.1,7,4,19.7,20.6,Yes,Yes
2034-02-20,Chennai,10.8,16.0,18.4,10.9,9.7,SW,21,W,WSW,13,8,64,38,1012.4,1014.7,0,NA,11.0,13.8,Yes,No
2031-09-26,Chennai,16.3,26.0,9.5,5.4,5.0,ESE,41,NW,E,12,13,78,74,1014.5,1018.2,NA,7,23.4,20.7,Yes,Yes
2031-10-09,Hyderabad,12.7,26.4,4.8,0.2,8.4,E,25,ESE,NNE,8,19,83,71,1014.1,1023.8,3,NA,24.8,13.1,Yes,No
2010-05-07,Delhi,24.3,35.1,16.9,4.3,1.0,WSW,25,SSE,SSW,19,19,91,34,1012.6,1008.2,3,NA,33.4,29.2,Yes,Yes
2027-11-02,Lucknow,29.3,36.9,17.7,NA,0.8,NE,34,ESE,NE,16,18,62,63,1015.1,1024.6,1,NA,33.2,34.7,Yes,Yes
2034-08-04,Chennai,18.7,28.7,3.5,NA,2.7,NNW,26,SW,NW,7,13,55,48,1022.4,1024.9,6,3,24.0,23.5,Yes,No
2026-06-18,Mumbai,28.5,41.7,15.4,14.8,2.1,S,27,ESE,SSE,17,7,51,75,1018.8,1024.3,NA,3,28.6,38.8,Yes,No
2010-09-12,Pune,13.1,18.9,11.2,4.3,10.7,NNE,30,WSW,SSE,9,16,69,32,1015.5,1016.4,4,NA,16.7,17.1,Yes,No
2013-09-27,Hyderabad,11.1,25.6,7.3,6.3,10.7,W,29,SW,NW,16,12,81,55,1011.6,1007.8,NA,1,25.5,16.1,Yes,No
2026-06-20,Lucknow,27.7,35.8,0.5,6.9,5.8,ESE,41,NE,SSE,14,19,80,81,1017.0,1022.5,NA,8,32.2,32.7,Yes,Yes
2008-04-11,Mumbai,14.2,19.6,6.3,14.4,NA,NNE,22,E,W,10,13,95,70,1015.3,1005.3,8,1,17.0,17.7,Yes,Yes
2021-06-04,Pune,24.0,38.6,6.0,4.2,3.4,S,37,W,NNW,17,6,71,63,1016.0,1012.4,1,5,29.4,25.7,Yes,No
2020-09-01,Bangalore,11.9,20.0,0.6,11.3,3.2,WSW,23,NNE,WSW,11,9,72,71,1012.5,1024.8,3,8,13.3,17.8,Yes,Yes
2010-01-10,Hyderabad,10.4,23.6,8.2,1.5,7.7,WSW,22,NNE,NNW,5,8,67,85,1014.8,1006.7,NA,7,20.8,22.7,Yes,No
2027-07-08,Pune,29.2,39.7,18.4,1.2,10.8,WNW,30,SW,WSW,12,11,84,49,1008.7,1015.3,1,0,35.0,39.2,Yes,Yes
2010-04-25,Bangalore,10.4,16.7,2.6,6.9,10.5,S,50,SSE,WSW,19,10,69,56,1017.1,1019.5,5,8,11.0,11.3,Yes,Yes
2010-11-20,Mumbai,10.3,15.7,16.7,2.1,NA,WSW,39,WSW,SW,11,20,76,50,1020.5,1011.6,NA,4,15.0,12.8,Yes,Yes
2021-12-09,Bangalore,28.8,37.3,1.7,NA,NA,WSW,24,WSW,N,6,17,92,72,1008.3,1013.7,4,4,33.2,34.4,Yes,Yes
2034-03-19,Pune,27.6,36.0,7.3,11.2,NA,W,45,SSE,NNE,9,5,74,68,1020.8,1019.9,0,NA,27.8,32.5,Yes,No
2034-06-01,Delhi,16.2,24.5,0.6,14.4,NA,SSW,39,ENE,SSW,6,15,73,56,1020.4,1014.2,3,3,23.6,20.6,Yes,Yes
2032-09-06,Bangalore,15.7,28.1,19.0,12.5,1.0,N,29,SSE,S,10,9,52,58,1022.9,1018.4,1,7,23.5,20.4,Yes,Yes
2034-11-07,Delhi,29.6,37.4,3.8,13.7,11.2,WSW,21,ESE,NNW,10,20,73,51,1021.4,1023.2,NA,NA,36.0,33.9,Yes,No
2017-09-11,Jaipur,17.9,25.5,6.0,13.1,3.1,SE,24,NW,SE,19,6,100,77,1010.2,1019.0,8,0,22.4,22.5,Yes,Yes
2023-03-30,Delhi,12.1,20.7,3.1,7.4,NA,WNW,45,NNE,SE,7,20,98,41,1009.7,1010.1,0,4,20.7,19.7,Yes,No
2009-08-21,Lucknow,15.5,30.1,3.8,4.3,11.3,N,36,SW,SW,13,16,86,78,1024.4,1009.8,8,7,18.6,26.0,Yes,Yes
2013-09-10,Ahmedabad,25.6,31.5,9.6,0.7,3.8,SE,20,SW,SSW,5,17,77,45,1012.1,1005.5,7,2,29.2,28.1,Yes,No
2029-08-18,Ahmedabad,13.2,26.6,3.1,NA,6.5,SE,33,SW,ESE,17,9,86,73,1011.7,1008.7,8,0,24.1,13.2,Yes,Yes
2018-01-27,Ahmedabad,11.1,23.5,3.6,11.8,9.7,S,49,SSE,S,13,6,75,78,1017.0,1023.1,6,NA,22.3,17.1,Yes,Yes
2021-07-24,Lucknow,24.2,35.4,17.8,3.6,8.7,SSW,41,WNW,SSE,20,6,98,39,1017.6,1024.4,8,NA,24.5,25.2,Yes,No
2020-06-29,Pune,29.6,37.3,12.3,NA,7.6,NW,37,E,ESE,17,20,97,90,1012.1,1011.0,NA,0,34.1,35.2,Yes,Yes
2019-07-13,Pune,28.6,40.4,10.5,0.9,NA,E,31,NW,W,15,14,62,88,1020.6,1007.6,0,NA,39.1,35.3,Yes,No
2020-02-18,Mumbai,29.2,39.9,19.2,14.2,6.7,NE,34,ESE,NE,6,9,74,47,1009.7,1008.7,6,NA,35.2,36.8,Yes,No
2019-11-03,Lucknow,24.8,36.3,9.2,4.1,8.7,SSE,20,NE,NW,11,6,69,52,1008.8,1006.3,4,NA,30.3,32.0,Yes,No
2014-06-15,Ahmedabad,24.0,29.9,10.7,8.7,10.0,S,47,NNE,NNW,20,7,58,63,1015.3,1014.4,5,6,29.7,26.8,Yes,Yes
2032-04-01,Pune,26.4,41.0,3.0,1.8,2.8,NW,25,SW,NW,12,16,97,64,1017.0,1009.5,4,NA,35.6,30.9,Yes,No
2011-07-06,Bangalore,21.8,33.6,2.2,NA,0.6,WSW,42,N,SSE,14,12,94,71,1023.7,1007.0,NA,NA,23.5,22.8,Yes,Yes
2026-08-19,Delhi,14.2,23.9,4.8,1.0,10.5,SW,31,ESE,NNW,8,6,80,38,1005.8,1019.6,1,2,15.2,22.5,Yes,Yes
2026-10-07,Mumbai,23.7,38.1,3.8,14.9,2.7,NW,46,WNW,SSE,13,6,69,88,1013.4,1013.1,2,1,26.6,25.4,Yes,Yes
2008-08-08,Bangalore,26.9,35.1,3.8,12.0,9.4,SSE,41,NE,ESE,18,14,68,72,1009.1,1009.5,5,NA,29.8,31.8,Yes,No
2018-03-15,Delhi,13.9,19.4,4.9,11.3,7.1,NNW,36,NNE,WNW,17,18,59,38,1006.2,1007.3,4,5,18.2,15.3,Yes,No
2032-03-18,Chennai,17.6,31.9,19.5,7.2,10.6,E,40,SW,SE,7,5,73,35,1010.7,1022.2,5,8,18.5,21.7,Yes,No
2014-04-12,Delhi,14.5,25.4,1.2,6.9,9.6,NNE,28,NNW,NNE,15,18,66,51,1014.7,1007.5,NA,0,18.7,22.6,Yes,Yes
2020-02-25,Chennai,16.3,26.1,12.5,8.6,NA,ESE,44,NNW,ESE,6,11,97,64,1023.5,1019.3,4,1,17.5,21.8,Yes,No
2035-02-20,Bangalore,11.4,21.2,10.1,NA,7.2,SSW,42,ESE,NNW,18,8,58,51,1009.6,1011.4,7,5,16.4,18.4,Yes,Yes
2034-10-15,Chennai,25.0,33.5,13.2,13.0,6.5,WNW,21,NNW,SE,20,17,66,48,1022.5,1011.7,3,NA,26.0,30.7,Yes,No
2021-07-04,Pune,24.5,35.9,1.5,7.9,11.1,N,46,ESE,NW,6,9,56,72,1021.7,1009.0,1,4,31.0,29.8,Yes,No
2020-12-17,Chennai,28.1,34.2,14.4,5.2,NA,N,24,ESE,E,18,15,83,53,1005.2,1022.5,5,NA,31.7,30.8,Yes,Yes
2018-12-07,Lucknow,27.8,37.6,14.2,NA,10.1,WNW,48,SE,SE,19,6,54,82,1023.6,1017.7,0,7,33.2,32.0,Yes,No
2022-08-11,Chennai,26.7,33.3,10.7,4.1,10.0,S,39,ENE,WNW,16,8,53,76,1018.0,1009.9,NA,6,31.0,30.8,Yes,No
2033-12-28,Lucknow,12.6,22.2,9.6,8.9,7.4,NW,20,WNW,NNW,10,10,88,45,1021.3,1012.2,6,2,19.0,20.5,Yes,No
2009-12-22,Pune,13.3,26.8,16.2,7.2,4.8,SW,41,NNW,WSW,14,12,77,75,1007.3,1022.7,NA,4,14.7,23.6,Yes,No
2012-05-01,Pune,28.1,39.5,12.4,1.8,3.2,NE,27,SSE,E,19,14,63,48,1009.2,1022.0,7,6,36.8,34.3,Yes,Yes
2027-11-07,Mumbai,12.2,25.9,3.1,NA,2.1,N,41,WSW,ENE,11,11,80,56,1017.1,1011.5,4,4,19.3,22.5,Yes,Yes
2015-12-11,Bangalore,12.7,21.4,19.9,2.4,1.5,S,27,ESE,E,17,7,82,82,1023.4,1021.4,1,8,18.3,17.8,Yes,Yes
2030-10-06,Bangalore,13.2,22.9,13.8,12.4,8.3,ESE,40,WNW,SSW,19,7,94,85,1016.2,1008.2,2,2,18.6,14.9,Yes,No
2033-03-17,Ahmedabad,22.9,35.9,16.2,1.2,NA,N,46,N,NNE,14,17,96,75,1015.3,1016.5,0,4,25.3,33.1,Yes,Yes
2022-04-06,Delhi,18.6,28.3,10.9,5.2,6.4,SSE,29,NNW,WSW,9,13,54,75,1015.5,1016.7,6,8,23.8,28.3,Yes,No
2017-04-14,Chennai,15.0,29.6,2.5,1.3,0.1,E,50,NNW,SSW,16,11,66,57,1020.7,1011.2,NA,4,15.9,18.8,Yes,Yes
2018-02-11,Mumbai,21.4,33.3,1.6,11.4,9.7,SW,42,NE,WSW,11,13,65,40,1008.4,1007.9,NA,6,26.0,28.3,Yes,No
2014-07-05,Jaipur,10.7,16.6,19.3,12.6,3.5,W,46,N,NW,17,15,98,86,1013.8,1020.1,5,NA,13.0,12.0,Yes,Yes
2013-11-21,Lucknow,13.8,20.4,0.6,9.7,8.7,N,45,ENE,SSW,13,8,99,68,1011.9,1011.0,5,6,16.6,19.0,Yes,Yes
2015-02-07,Ahmedabad,25.9,36.3,12.0,7.2,2.2,NNW,27,ENE,W,11,8,77,69,1011.5,1017.4,8,3,29.6,34.4,Yes,No
2034-01-19,Chennai,14.4,21.8,12.9,6.3,NA,NNW,37,NNW,NE,16,6,51,43,1011.2,1016.3,3,4,15.6,17.1,Yes,Yes
2024-08-12,Delhi,15.4,21.8,8.2,9.1,11.1,WNW,49,SSE,WNW,15,12,96,84,1015.0,1014.4,0,8,20.0,20.6,Yes,Yes
2032-11-13,Hyderabad,17.8,25.8,9.8,14.4,11.4,E,46,SSE,E,19,18,66,48,1013.5,1023.5,5,6,19.4,18.9,Yes,No
2033-08-29,Jaipur,22.8,28.8,11.6,9.6,0.7,NNW,27,SE,WSW,12,10,99,78,1015.4,1014.6,NA,NA,27.4,23.8,Yes,No
2014-01-14,Delhi,14.8,21.1,19.0,NA,NA,SSW,29,SE,SW,16,19,82,82,1019.2,1016.1,NA,NA,18.9,15.3,Yes,Yes
2024-05-20,Mumbai,11.2,19.1,6.5,10.9,NA,N,30,ESE,NW,7,12,77,85,1006.8,1017.1,2,6,14.4,14.8,Yes,No
2020-12-11,Jaipur,20.7,35.1,11.5,4.3,2.2,E,45,WSW,SSW,11,7,84,90,1017.7,1023.1,NA,6,24.4,30.3,Yes,Yes
2023-02-28,Kolkata,13.8,22.2,3.2,11.2,NA,ENE,21,SSW,SE,19,8,81,72,1022.0,1012.5,3,5,17.1,14.1,Yes,Yes
2019-05-14,Hyderabad,26.7,34.3,13.8,1.6,9.0,SW,45,WSW,WSW,10,20,65,74,1010.8,1023.1,NA,NA,29.9,32.3,Yes,No
2015-06-01,Mumbai,19.4,33.5,9.9,4.3,4.6,WSW,34,SSW,S,18,17,70,88,1017.1,1020.9,NA,0,22.4,26.1,Yes,Yes
2031-05-18,Chennai,13.3,26.4,12.7,3.5,6.7,NW,23,ESE,SSE,7,13,89,85,1021.7,1022.5,6,3,16.8,19.2,Yes,No
2028-11-12,Delhi,20.9,29.9,5.8,13.2,7.2,NE,21,WSW,NW,14,17,60,79,1007.0,1007.8,NA,3,28.3,21.2,Yes,No
2009-02-01,Chennai,28.8,34.1,3.6,7.5,NA,ESE,33,ENE,SW,7,17,70,46,1019.1,1023.0,4,8,31.2,33.5,Yes,No
2016-08-07,Lucknow,24.5,38.8,16.2,7.2,NA,S,33,SSW,NW,11,13,54,43,1020.1,1023.2,5,5,30.6,30.1,Yes,Yes
2018-05-26,Mumbai,21.6,34.6,0.7,NA,NA,SW,21,E,NNW,12,13,62,72,1018.6,1019.5,5,6,26.6,24.0,Yes,Yes
2014-04-01,Pune,10.1,23.3,0.9,8.7,NA,SSE,34,SSE,NE,11,14,50,62,1024.7,1013.1,5,1,14.6,12.0,Yes,Yes
2032-09-19,Jaipur,24.5,35.0,6.4,8.1,5.2,WNW,29,W,NNE,5,10,89,38,1005.3,1023.9,5,6,25.6,28.8,Yes,No
2029-01-10,Chennai,25.2,33.4,2.1,11.1,3.4,SSE,47,N,SSW,16,20,65,62,1018.6,1015.4,8,4,29.3,27.9,Yes,No
2018-07-02,Hyderabad,16.9,28.3,16.8,NA,NA,W,33,NW,WNW,17,12,89,61,1015.6,1021.2,3,NA,27.1,27.3,Yes,No
2017-09-28,Mumbai,16.4,31.3,11.1,NA,9.8,SSE,32,N,SSE,16,11,67,90,1009.9,1016.4,0,4,20.8,30.5,Yes,No
2017-09-11,Chennai,17.4,23.8,9.5,9.5,1.3,SW,22,WNW,SSW,9,7,67,52,1022.8,1006.4,8,8,18.9,20.8,Yes,Yes
2020-04-07,Bangalore,16.2,23.6,12.2,0.4,NA,E,22,NE,SW,17,12,94,37,1018.9,1014.3,5,NA,21.8,18.7,Yes,No
2015-12-04,Pune,22.3,30.7,12.2,13.2,11.2,SSW,47,WSW,WSW,5,9,53,34,1008.8,1005.3,8,8,25.1,23.2,Yes,No
2031-09-26,Mumbai,22.2,27.8,14.1,8.7,NA,N,21,NE,NNW,15,14,98,70,1019.6,1011.9,5,NA,26.9,23.3,Yes,Yes
2024-11-15,Pune,14.4,21.9,8.0,3.4,1.0,NE,46,WNW,E,15,17,60,42,1008.0,1011.7,NA,5,18.0,14.7,Yes,Yes
2025-02-02,Hyderabad,26.8,33.2,9.8,NA,8.2,ESE,34,WNW,NNW,18,20,83,67,1022.6,1016.6,3,1,30.3,29.0,Yes,Yes
2012-10-05,Kolkata,18.4,33.1,8.0,4.4,NA,ENE,48,SE,NNW,18,8,76,39,1010.3,1018.3,NA,5,29.1,23.6,Yes,Yes
2025-09-24,Chennai,25.6,32.0,18.1,NA,3.8,NNW,37,NNW,SSE,18,6,63,35,1014.6,1019.1,4,2,28.3,29.5,Yes,Yes
2022-08-20,Lucknow,18.1,25.0,8.7,9.2,10.8,E,33,ENE,SW,7,18,54,41,1016.8,1010.7,1,2,24.0,18.8,Yes,No
2008-10-07,Pune,18.7,26.5,8.2,13.3,8.4,ESE,35,NNE,W,15,17,59,76,1014.8,1007.7,7,7,24.4,25.4,Yes,No
2008-06-18,Delhi,27.0,33.3,11.6,10.9,1.8,SSW,29,NW,SSE,13,12,69,34,1011.9,1017.6,NA,0,30.3,30.2,Yes,No
2010-05-10,Bangalore,25.5,37.4,0.0,5.9,3.1,ENE,48,NNW,SE,12,10,84,38,1011.7,1020.6,5,NA,26.9,33.1,No,Yes
2021-05-10,Mumbai,16.2,21.5,18.4,11.6,7.0,NE,26,N,NW,5,11,79,54,1019.0,1007.8,8,0,19.5,18.7,Yes,Yes
2021-01-03,Jaipur,27.1,34.2,14.5,12.6,2.5,W,40,SSW,WSW,13,15,54,36,1014.5,1013.6,8,6,32.4,29.5,Yes,Yes
2030-10-12,Jaipur,28.6,41.6,0.2,14.2,1.7,SSW,26,N,NW,17,11,57,37,1006.2,1009.2,0,7,28.7,30.5,Yes,Yes
2014-04-17,Pune,22.9,34.1,5.7,0.5,2.6,NNE,21,WNW,E,8,13,62,86,1020.2,1020.9,6,1,30.9,31.7,Yes,Yes
2031-10-11,Ahmedabad,15.7,27.3,3.7,8.5,2.7,SSW,48,SSW,WNW,8,8,69,86,1021.3,1023.2,NA,NA,25.4,16.4,Yes,Yes
2011-07-02,Pune,29.3,41.6,18.8,NA,NA,SW,28,NNE,WSW,6,20,86,53,1019.2,1011.7,3,3,38.1,35.7,Yes,Yes
2008-02-16,Bangalore,23.8,32.6,13.0,0.1,1.9,SW,34,S,NE,16,8,57,30,1019.9,1024.5,0,6,29.5,28.2,Yes,No
2020-02-27,Delhi,16.3,26.6,9.1,1.4,4.3,ENE,32,E,S,6,19,87,59,1012.8,1016.9,0,NA,17.3,19.1,Yes,Yes
2015-08-21,Chennai,14.6,25.0,15.7,7.5,11.6,ESE,31,NNW,WSW,12,16,67,75,1006.3,1024.6,7,NA,24.2,15.8,Yes,Yes
2020-09-15,Chennai,18.0,27.7,13.5,NA,1.7,NW,48,ESE,SSE,16,9,57,87,1018.7,1021.2,1,0,24.8,27.5,Yes,Yes
2010-08-05,Mumbai,26.2,32.1,17.1,10.8,2.9,ENE,26,NNW,ENE,14,12,90,39,1022.4,1024.0,3,NA,27.8,30.4,Yes,No
2009-08-29,Kolkata,28.4,37.1,17.0,5.3,1.6,E,34,ESE,SW,8,16,77,78,1013.8,1012.1,NA,5,33.2,36.9,Yes,Yes
2016-05-09,Ahmedabad,28.9,36.7,16.9,NA,1.2,WSW,27,N,WNW,8,14,85,80,1013.7,1020.5,3,6,31.8,29.3,Yes,Yes
2029-12-13,Kolkata,11.6,25.9,5.0,0.1,4.1,SSW,23,NNW,N,16,19,97,58,1010.5,1018.2,4,3,17.0,22.0,Yes,No
2022-08-01,Jaipur,11.4,26.1,4.3,3.6,11.2,WNW,31,NNW,SSW,5,10,73,41,1008.4,1013.4,NA,NA,12.6,17.4,Yes,No
2009-08-30,Lucknow,21.6,27.8,13.1,0.9,0.6,NE,33,N,N,5,17,97,83,1014.0,1017.0,2,NA,27.3,22.4,Yes,No
2016-12-10,Pune,22.0,36.3,16.4,NA,NA,SSE,22,NNE,WNW,17,18,93,32,1017.6,1011.6,7,8,34.7,30.7,Yes,No
2020-03-12,Jaipur,28.2,36.6,4.3,5.4,NA,E,42,WNW,SW,17,11,77,82,1015.9,1016.5,NA,3,31.9,36.3,Yes,No
2020-07-16,Jaipur,25.9,38.5,5.9,0.2,11.8,SW,37,WNW,NW,8,15,78,84,1021.0,1022.7,1,NA,32.0,32.9,Yes,Yes
2030-01-10,Mumbai,13.3,24.7,14.4,15.0,1.3,SSW,28,SSE,N,19,13,99,38,1020.5,1011.4,3,NA,17.9,19.1,Yes,Yes
2018-10-02,Bangalore,13.1,24.8,14.1,2.7,11.3,NE,36,NW,ENE,5,17,82,43,1012.6,1016.8,5,6,22.4,22.4,Yes,No
