Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Date_month
10,13.9,21.8,1.5,8.3,5.4,8,21.0,3,7,10,7.0,63,57,1022.6,1017.9,0.0,8.0,18.3,17.8,True,False,6
3,14.4,26.2,1.5,2.0,3.6,11,30.0,0,14,8,19.0,50,51,1010.0,1022.3,4.0,5.0,18.1,21.9,True,False,11
4,22.0,27.9,1.5,11.4,2.8,12,25.0,15,14,13,7.0,73,61,1007.6,1010.8,5.0,8.0,22.2,23.8,True,False,4
3,15.8,28.0,1.5,4.3,2.0,9,31.0,0,3,19,16.0,94,88,1013.5,1014.3,4.0,8.0,27.4,23.5,True,False,7
8,26.8,33.6,1.5,10.8,8.0,5,44.0,13,12,11,11.0,68,75,1009.2,1015.8,3.0,6.0,33.4,27.9,True,False,6
7,18.1,25.2,1.5,2.0,7.8,13,20.0,4,9,10,19.0,59,66,1021.4,1012.8,6.0,6.0,23.7,21.6,True,False,11
10,20.0,30.3,1.5,2.5,8.7,11,44.0,9,13,7,9.0,58,80,1022.6,1005.1,1.0,8.0,20.4,21.9,True,False,12
7,29.6,35.1,1.5,4.2,11.3,3,38.0,7,5,15,6.0,66,77,1014.4,1017.7,1.0,6.0,31.4,32.3,True,False,10
9,24.5,31.5,1.5,6.9,7.8,15,23.0,15,12,7,6.0,57,83,1005.7,1007.5,3.0,8.0,30.4,25.5,True,False,2
3,19.7,26.6,1.5,3.6,5.3,7,47.0,7,3,11,18.0,97,73,1019.0,1019.4,7.0,3.0,22.6,24.8,True,False,5
2,28.2,43.1,1.5,5.1,6.5,1,38.0,2,6,6,6.0,97,78,1013.2,1012.7,0.0,0.0,35.3,40.45,True,False,6
7,14.7,28.8,1.5,4.0,2.7,13,36.0,13,3,11,15.0,87,57,1023.9,1023.0,3.0,0.0,17.7,20.6,True,False,7
10,14.0,20.8,1.5,3.8,11.7,12,34.0,6,4,17,6.0,50,90,1015.3,1020.2,7.0,1.0,16.1,17.8,True,False,7
1,16.0,22.1,1.5,14.0,2.5,7,32.0,5,4,14,17.0,51,84,1020.1,1011.8,6.0,0.0,17.3,16.9,True,False,8
7,23.4,35.8,1.5,1.5,3.5,7,49.0,3,2,7,19.0,53,37,1010.0,1014.7,8.0,4.0,29.4,31.4,True,False,5
6,22.2,33.0,1.5,14.6,3.6,5,31.0,12,14,8,9.0,72,31,1007.7,1024.4,2.0,6.0,26.4,27.2,True,False,1
1,13.5,21.6,1.5,5.2,4.2,14,46.0,9,12,9,7.0,70,34,1017.9,1016.6,2.0,3.0,16.8,16.5,True,False,5
6,27.7,37.2,1.5,3.0,7.5,10,39.0,1,0,11,20.0,72,39,1017.3,1016.4,0.0,0.0,32.7,36.4,True,False,7
7,20.0,34.1,1.5,6.4,4.7,4,21.0,13,12,12,16.0,74,38,1013.5,1023.0,4.0,6.0,30.5,21.2,True,False,1
7,18.3,32.3,1.5,13.4,5.8,1,38.0,15,11,12,6.0,86,71,1012.7,1015.4,8.0,6.0,25.5,20.7,True,False,3
4,16.5,28.9,1.5,9.2,7.1,5,20.0,11,15,12,5.0,60,38,1006.2,1009.2,6.0,0.0,28.0,26.4,True,False,10
3,21.5,36.0,1.5,4.3,0.4,4,50.0,7,15,17,14.0,66,87,1013.3,1020.8,0.0,2.0,35.3,35.6,True,False,3
2,16.6,27.6,1.5,1.7,3.0,15,42.0,15,5,20,11.0,69,37,1024.2,1014.7,4.0,2.0,17.9,27.6,True,False,5
1,25.9,36.0,1.5,7.0,9.7,11,42.0,15,7,5,19.0,83,59,1016.1,1013.8,7.0,4.0,31.7,30.2,True,False,3
6,17.8,23.9,1.5,4.1,3.9,4,22.0,0,6,19,13.0,78,53,1022.7,1011.9,6.0,3.0,22.5,19.5,True,False,11
6,13.6,18.7,1.5,3.7,8.0,2,40.0,1,1,17,18.0,63,86,1007.3,1020.2,6.0,4.0,17.1,18.6,True,False,4
6,29.2,42.1,1.5,8.2,11.3,0,41.0,10,7,12,17.0,60,86,1015.9,1023.5,1.0,8.0,35.3,36.9,True,False,4
2,10.5,17.7,1.5,6.6,4.0,12,45.0,11,13,17,13.0,56,50,1013.1,1010.1,3.0,5.0,14.5,11.6,True,False,2
9,27.8,35.9,1.5,12.9,7.2,1,21.0,3,0,11,18.0,72,81,1020.1,1013.5,5.0,2.0,30.4,33.0,True,False,5
9,13.5,19.1,1.5,12.2,10.8,13,44.0,8,10,16,11.0,69,33,1005.1,1011.2,7.0,2.0,16.3,16.0,True,False,3
8,28.2,37.4,1.5,0.2,0.7,8,40.0,10,5,15,9.0,80,63,1006.9,1018.6,3.0,1.0,31.9,33.8,True,False,8
2,12.8,18.2,1.5,9.7,3.9,8,34.0,3,8,13,13.0,86,54,1017.7,1009.8,7.0,6.0,14.0,15.2,True,False,4
10,22.6,34.1,1.5,9.2,11.5,15,23.0,1,15,19,18.0,60,86,1012.9,1009.3,0.0,7.0,29.6,25.0,True,False,7
10,15.8,21.8,1.5,11.6,6.9,14,41.0,0,0,14,18.0,59,41,1008.7,1021.3,3.0,3.0,20.7,20.9,True,False,10
2,29.1,40.5,1.5,2.0,9.3,12,34.0,9,12,10,8.0,80,78,1017.9,1010.4,8.0,5.0,35.3,39.5,True,False,8
3,29.5,42.3,1.5,11.0,8.4,2,32.0,14,12,17,19.0,93,36,1019.0,1011.7,3.0,3.0,35.3,33.1,True,False,10
2,25.3,30.6,1.5,9.3,2.3,12,41.0,1,1,16,18.0,65,79,1010.1,1017.8,3.0,0.0,26.8,26.1,True,False,8
9,23.7,36.9,1.5,10.6,9.9,10,43.0,8,3,11,10.0,59,69,1008.2,1020.8,5.0,5.0,29.0,35.5,True,False,6
5,12.1,22.4,1.5,5.6,5.2,11,31.0,0,12,7,11.0,77,54,1006.2,1010.8,1.0,0.0,16.2,16.1,True,False,7
10,14.3,29.3,1.5,10.5,0.0,1,38.0,13,11,15,16.0,50,71,1009.3,1011.8,7.0,5.0,21.1,22.9,True,False,12
1,25.8,38.6,1.5,6.2,6.6,0,43.0,1,6,11,12.0,54,74,1019.9,1017.3,4.0,1.0,30.7,31.5,True,False,4
10,23.3,35.5,1.5,13.5,8.7,15,45.0,10,12,12,9.0,74,88,1016.8,1017.4,0.0,1.0,31.9,24.8,True,False,2
2,11.4,23.6,0.1,9.4,2.7,6,43.0,4,6,7,15.0,97,56,1005.4,1009.7,5.0,1.0,22.6,13.1,True,False,6
10,14.0,21.6,1.5,13.8,3.4,12,24.0,13,3,8,16.0,73,78,1024.5,1023.6,0.0,4.0,19.9,16.5,True,False,7
5,16.2,29.1,1.5,11.6,3.9,14,34.0,5,2,15,13.0,57,74,1023.3,1024.8,4.0,5.0,23.2,25.0,True,False,4
9,13.4,27.8,1.5,9.1,7.9,13,37.0,13,1,17,10.0,53,78,1022.3,1009.8,7.0,6.0,13.5,24.3,True,False,5
8,17.9,28.1,1.5,5.4,0.2,10,43.0,12,3,10,15.0,67,34,1006.4,1015.7,1.0,5.0,25.6,26.1,True,False,7
3,24.2,31.9,1.5,1.3,0.0,0,49.0,2,7,19,13.0,100,67,1018.7,1021.6,6.0,1.0,31.1,30.0,True,False,1
8,28.0,42.4,0.7,10.4,9.0,4,29.0,11,14,16,9.0,96,70,1017.5,1018.0,3.0,0.0,31.0,37.6,True,False,5
3,23.0,33.3,1.5,11.5,5.1,2,25.0,1,4,14,13.0,50,36,1024.6,1019.0,3.0,5.0,30.5,24.7,True,False,9
9,28.9,34.9,1.5,3.1,11.0,5,35.0,5,1,20,12.0,92,40,1010.0,1005.3,8.0,8.0,31.1,33.1,True,False,3
5,11.6,18.0,1.5,9.2,11.3,4,42.0,7,1,8,19.0,76,65,1022.5,1023.1,8.0,1.0,17.4,15.2,True,False,6
2,21.5,34.0,1.5,12.1,7.6,14,45.0,12,13,16,17.0,51,33,1023.3,1015.7,7.0,2.0,28.5,30.3,True,False,2
9,10.2,23.6,1.5,7.4,0.4,11,30.0,8,7,20,17.0,72,40,1014.2,1010.5,5.0,4.0,10.8,15.0,True,False,1
7,29.0,40.7,1.5,11.1,2.1,8,31.0,11,10,12,17.0,87,71,1021.6,1010.8,6.0,7.0,35.3,38.8,True,False,9
9,11.1,20.0,1.5,2.7,9.5,1,49.0,11,2,15,6.0,59,44,1014.0,1005.1,0.0,2.0,11.9,15.6,True,False,7
4,13.8,24.5,1.5,10.3,2.7,0,28.0,6,3,6,19.0,83,63,1011.9,1005.4,8.0,5.0,21.3,21.7,True,False,12
8,24.5,31.4,0.0,2.0,7.8,5,32.0,4,4,16,14.0,72,59,1006.3,1020.7,6.0,6.0,25.3,30.6,False,False,12
7,27.1,38.4,1.5,9.7,11.1,9,46.0,3,13,18,14.0,97,78,1015.8,1008.3,1.0,0.0,29.4,33.8,True,False,8
2,10.0,24.2,1.5,10.1,9.8,15,46.0,8,6,20,20.0,51,40,1010.0,1017.2,0.0,2.0,12.0,17.3,True,False,12
10,19.1,27.2,1.5,1.9,11.1,6,28.0,12,15,20,10.0,78,80,1010.9,1024.1,8.0,7.0,24.6,19.4,True,False,5
2,22.3,32.9,1.5,11.3,1.4,0,25.0,6,2,15,5.0,96,47,1018.9,1012.2,4.0,7.0,25.4,23.0,True,False,7
9,14.3,24.9,1.5,2.1,10.5,1,38.0,1,13,13,8.0,87,78,1023.9,1010.0,7.0,8.0,24.9,21.9,True,False,8
6,25.7,36.2,1.5,0.9,3.2,10,34.0,11,4,19,12.0,67,33,1011.9,1017.2,0.0,7.0,30.1,27.9,True,False,2
8,29.0,41.2,1.5,2.3,10.6,3,49.0,15,6,16,12.0,92,79,1021.9,1018.5,6.0,6.0,33.3,37.2,True,False,8
2,15.7,26.3,1.5,2.2,11.6,15,27.0,1,15,7,8.0,54,31,1016.9,1014.5,2.0,3.0,19.7,22.9,True,False,11
1,19.3,25.2,1.5,9.1,11.6,2,48.0,1,6,17,5.0,65,72,1012.0,1007.9,7.0,2.0,21.6,22.7,True,False,4
5,17.9,27.5,1.5,9.9,3.4,0,38.0,7,1,17,17.0,61,72,1005.1,1009.2,0.0,1.0,21.6,23.8,True,False,7
5,22.1,36.9,1.5,11.7,5.3,13,26.0,14,4,9,15.0,55,32,1016.5,1011.9,2.0,7.0,35.3,28.0,True,False,11
10,17.3,31.5,1.5,6.2,8.8,13,29.0,6,10,6,12.0,97,52,1007.4,1015.1,8.0,6.0,30.3,29.4,True,False,8
8,13.5,24.7,1.5,13.1,5.9,2,41.0,11,0,8,20.0,93,83,1014.0,1020.4,7.0,8.0,14.4,15.7,True,False,6
1,28.5,34.8,1.5,8.3,5.5,7,43.0,3,1,14,17.0,58,73,1011.0,1014.5,5.0,1.0,33.0,28.7,True,False,8
4,16.2,28.8,1.5,8.9,9.0,2,37.0,14,2,19,7.0,80,78,1011.7,1005.7,2.0,8.0,22.9,27.9,True,False,3
7,26.7,33.5,1.5,12.9,0.9,1,42.0,12,13,20,15.0,96,52,1008.7,1020.4,2.0,0.0,29.5,27.6,True,False,12
3,19.4,25.7,1.5,10.7,3.1,5,50.0,15,10,11,17.0,72,79,1010.8,1014.6,0.0,0.0,20.2,24.8,True,False,6
8,20.1,27.8,1.3,2.2,1.7,9,50.0,0,0,12,12.0,69,73,1012.1,1006.8,7.0,2.0,27.6,20.3,True,False,11
2,23.4,31.1,1.5,2.4,4.4,12,29.0,14,14,11,5.0,67,41,1015.8,1010.6,2.0,7.0,30.9,25.0,True,False,10
1,24.7,35.9,1.5,14.3,8.1,7,38.0,0,4,8,14.0,68,49,1009.0,1025.0,0.0,8.0,34.2,25.7,True,False,4
8,24.9,37.5,1.2,1.5,6.2,11,41.0,11,13,9,15.0,100,69,1009.1,1013.0,0.0,6.0,25.1,28.0,True,False,10
9,22.8,34.0,1.5,1.5,6.4,12,21.0,12,4,6,20.0,65,78,1006.3,1017.3,8.0,1.0,25.0,25.2,True,False,8
2,26.5,36.5,1.5,4.3,10.2,15,36.0,8,0,6,18.0,94,87,1022.0,1009.9,7.0,4.0,27.4,28.2,True,False,10
9,11.0,25.3,1.5,3.2,3.7,4,25.0,0,7,9,8.0,94,77,1005.3,1021.4,8.0,2.0,12.4,15.0,True,False,7
6,20.2,31.0,1.5,10.2,7.1,12,36.0,5,13,16,8.0,63,37,1017.1,1019.4,0.0,5.0,22.2,21.6,True,False,4
9,21.2,26.8,0.4,1.5,9.8,9,42.0,0,10,13,6.0,57,53,1016.3,1009.8,4.0,7.0,23.7,21.3,True,False,7
5,14.0,25.7,1.5,4.9,4.1,9,29.0,14,4,5,17.0,63,89,1019.6,1021.1,6.0,4.0,17.7,14.1,True,False,1
4,13.5,27.0,1.5,4.5,3.2,9,24.0,14,12,17,9.0,65,60,1009.8,1012.6,1.0,2.0,17.3,19.2,True,False,4
1,18.0,31.3,1.5,7.7,11.4,3,49.0,7,15,7,13.0,71,56,1013.1,1012.9,6.0,8.0,27.1,19.0,True,False,7
9,22.3,34.3,1.5,8.3,2.4,15,37.0,6,14,8,7.0,69,44,1020.2,1010.7,2.0,5.0,25.8,33.7,True,False,9
8,16.9,30.4,1.5,7.0,5.6,4,28.0,3,10,18,14.0,72,34,1005.5,1010.6,7.0,4.0,27.7,24.3,True,False,7
4,28.3,36.9,1.5,5.8,0.6,9,44.0,5,12,9,20.0,71,89,1005.8,1008.6,1.0,8.0,29.7,34.5,True,False,5
3,19.4,30.9,1.5,3.2,9.1,1,32.0,0,14,18,19.0,50,80,1014.3,1017.8,3.0,2.0,27.9,26.6,True,False,9
2,26.3,34.8,1.5,6.6,10.7,15,39.0,8,0,13,13.0,88,72,1007.7,1012.2,5.0,8.0,34.2,27.1,True,False,4
7,30.0,35.0,1.5,4.3,3.8,5,42.0,10,9,10,13.0,86,31,1016.3,1005.4,4.0,4.0,34.9,32.0,True,False,5
10,27.9,41.5,1.5,3.5,10.9,7,44.0,9,1,20,14.0,55,54,1023.0,1007.3,5.0,0.0,35.3,29.8,True,False,10
10,21.7,32.6,1.5,5.3,10.8,1,24.0,11,9,18,16.0,67,45,1009.7,1022.3,7.0,8.0,22.9,25.6,True,False,9
2,12.5,22.5,0.2,14.2,6.7,6,42.0,6,6,18,7.0,91,68,1021.7,1019.5,0.0,8.0,13.6,14.6,True,False,6
7,14.4,21.9,1.5,11.5,7.9,8,21.0,8,8,20,17.0,96,72,1019.4,1007.3,2.0,4.0,20.3,18.9,True,False,3
5,21.6,35.5,1.5,13.1,9.7,8,39.0,9,14,13,10.0,84,32,1006.3,1008.9,8.0,3.0,24.4,22.5,True,False,1
5,29.3,43.5,1.5,14.3,0.3,6,28.0,7,6,20,15.0,63,65,1016.8,1014.6,6.0,2.0,35.3,34.5,True,False,8
4,14.8,27.3,1.5,4.8,6.7,8,46.0,10,9,19,7.0,94,84,1010.6,1005.7,1.0,8.0,15.3,24.7,True,False,10
7,21.1,33.2,1.5,3.6,10.9,15,36.0,5,9,15,13.0,73,41,1010.0,1022.2,1.0,3.0,31.4,33.1,True,False,11
10,26.1,36.3,1.5,4.3,0.7,15,46.0,1,9,12,19.0,89,77,1018.9,1017.1,7.0,1.0,34.7,30.6,True,False,1
7,17.9,25.7,0.2,14.5,1.7,9,34.0,3,2,17,8.0,100,36,1006.4,1007.2,6.0,3.0,23.5,23.7,True,False,11
9,10.0,21.8,1.5,0.5,2.2,8,43.0,9,13,5,15.0,74,40,1013.5,1016.0,1.0,7.0,18.8,18.7,True,False,11
2,17.8,30.1,1.5,8.5,1.2,1,46.0,10,10,5,6.0,78,83,1009.6,1012.6,0.0,1.0,24.0,27.9,True,False,2
5,23.8,32.2,1.0,11.0,8.9,6,38.0,1,14,11,13.0,100,41,1019.4,1021.9,2.0,6.0,30.6,32.2,True,False,5
8,10.7,24.1,1.5,0.1,10.9,3,26.0,12,13,17,10.0,66,85,1009.0,1014.5,3.0,2.0,11.8,23.3,True,False,8
10,16.7,25.8,1.5,3.2,8.2,0,30.0,11,15,9,18.0,94,85,1007.3,1021.6,1.0,8.0,20.4,18.3,True,False,1
7,19.1,26.3,1.5,12.9,9.9,1,42.0,1,13,5,5.0,52,79,1018.1,1006.4,8.0,4.0,25.6,21.9,True,False,4
1,26.7,41.6,1.5,7.0,4.4,4,23.0,0,3,5,11.0,60,64,1013.2,1006.4,0.0,7.0,34.7,40.45,True,False,8
6,27.4,34.8,1.5,14.1,7.6,15,44.0,4,1,16,19.0,55,51,1013.8,1009.0,7.0,7.0,30.9,33.4,True,False,3
5,12.7,22.1,1.5,8.5,11.5,6,32.0,4,3,13,17.0,97,42,1006.3,1019.3,4.0,3.0,14.6,21.2,True,False,9
6,29.3,40.3,1.5,14.3,5.4,14,35.0,6,15,7,6.0,67,90,1010.1,1005.9,0.0,5.0,30.5,30.2,True,False,4
6,11.5,22.0,1.5,13.2,4.2,6,20.0,12,14,18,9.0,54,60,1005.0,1011.9,5.0,1.0,12.3,17.9,True,False,6
2,17.7,25.6,0.7,12.9,7.7,7,48.0,3,14,5,8.0,87,30,1023.8,1021.8,2.0,4.0,23.7,22.0,True,False,1
1,12.8,25.8,1.5,2.8,10.6,9,34.0,3,0,7,16.0,88,42,1016.5,1005.4,2.0,5.0,17.9,20.4,True,False,9
9,14.0,23.2,1.5,10.3,6.8,15,21.0,5,12,12,8.0,63,47,1014.6,1017.6,2.0,4.0,14.4,18.1,True,False,11
5,19.0,25.0,1.5,2.7,9.8,14,26.0,4,13,5,9.0,85,73,1018.2,1019.5,1.0,6.0,24.9,24.8,True,False,2
3,28.6,37.1,1.5,12.5,8.8,2,37.0,11,15,6,9.0,99,36,1020.4,1010.2,0.0,1.0,35.3,32.5,True,False,3
1,26.7,36.2,1.5,3.1,3.4,11,29.0,9,14,17,19.0,69,34,1020.9,1020.2,4.0,7.0,34.0,30.8,True,False,9
9,15.8,22.7,1.5,6.1,6.1,12,22.0,7,6,11,13.0,100,80,1013.3,1014.7,6.0,3.0,16.5,19.4,True,False,8
4,13.1,27.2,1.5,5.6,4.5,12,30.0,8,14,12,14.0,61,54,1007.0,1007.1,4.0,0.0,19.9,18.8,True,False,2
7,17.7,23.4,1.5,8.4,5.3,4,24.0,5,6,19,13.0,52,86,1017.8,1021.0,6.0,6.0,20.3,22.3,True,False,9
6,24.0,29.1,1.5,6.4,3.5,3,20.0,3,4,18,10.0,98,74,1007.1,1018.9,0.0,0.0,28.8,28.3,True,False,7
2,19.4,26.5,1.5,7.0,2.4,0,47.0,5,5,10,14.0,69,77,1016.6,1024.4,5.0,4.0,21.3,24.0,True,False,9
10,12.1,24.6,1.5,9.8,3.3,12,22.0,3,1,10,16.0,88,73,1022.9,1011.5,7.0,5.0,12.7,19.0,True,False,5
10,13.5,24.2,1.5,2.6,9.6,11,34.0,0,5,6,15.0,72,80,1005.7,1012.6,4.0,1.0,22.7,19.7,True,False,8
7,29.6,43.5,1.5,14.6,10.3,6,41.0,12,14,5,16.0,80,85,1020.1,1005.7,6.0,8.0,35.0,40.45,True,False,2
10,28.1,36.9,1.5,14.2,3.1,9,45.0,12,7,17,11.0,76,55,1022.4,1007.8,3.0,5.0,29.6,30.1,True,False,6
1,16.9,22.2,1.5,11.7,2.2,1,28.0,2,5,17,17.0,71,32,1010.9,1010.0,4.0,1.0,18.1,19.5,True,False,11
4,17.5,29.2,1.5,14.1,4.9,9,22.0,0,1,18,8.0,67,90,1013.1,1007.8,6.0,3.0,23.4,21.5,True,False,10
2,29.8,39.6,1.5,9.6,4.1,3,43.0,7,9,17,10.0,53,61,1017.2,1016.6,6.0,7.0,32.6,37.3,True,False,2
6,24.5,30.8,1.5,13.1,4.7,10,40.0,0,7,6,15.0,71,82,1005.0,1021.6,6.0,5.0,30.0,30.0,True,False,8
10,18.5,25.7,1.5,7.0,9.2,9,23.0,9,2,5,5.0,86,76,1024.4,1015.3,1.0,7.0,18.7,24.6,True,False,7
3,18.3,28.2,1.5,5.6,2.7,10,26.0,1,10,13,12.0,94,77,1011.0,1006.8,4.0,6.0,20.8,27.2,True,False,9
7,26.8,40.8,1.5,13.3,11.7,1,20.0,3,6,14,8.0,73,88,1008.7,1022.3,3.0,6.0,35.3,31.2,True,False,9
2,25.6,36.4,1.5,0.9,7.1,5,36.0,3,14,16,15.0,52,36,1024.7,1023.9,1.0,3.0,32.7,27.3,True,False,7
1,28.5,37.7,1.5,6.9,8.5,6,34.0,6,9,5,20.0,85,34,1014.4,1022.7,6.0,7.0,30.3,37.5,True,False,6
3,14.9,20.5,1.5,9.4,11.6,3,34.0,7,12,19,16.0,52,70,1010.7,1024.1,4.0,8.0,19.9,17.1,True,False,5
1,27.7,41.7,1.5,12.8,3.2,14,42.0,12,5,17,10.0,100,61,1013.9,1020.4,0.0,2.0,30.7,38.5,True,False,6
2,14.7,23.8,1.5,2.5,2.5,9,26.0,4,8,19,19.0,81,44,1025.0,1017.1,4.0,3.0,15.4,21.2,True,False,3
8,30.0,40.4,1.5,3.0,9.2,7,29.0,7,14,18,9.0,59,39,1012.9,1005.7,7.0,8.0,30.7,39.6,True,False,7
8,11.2,26.2,1.5,6.0,9.8,7,23.0,12,14,11,10.0,97,62,1007.9,1019.3,4.0,3.0,17.0,21.1,True,False,7
4,19.4,26.3,1.5,0.6,0.3,12,41.0,10,1,20,5.0,58,34,1022.1,1014.0,5.0,7.0,21.2,20.6,True,False,4
4,13.2,22.2,1.5,6.7,6.9,15,42.0,10,1,15,5.0,82,90,1005.1,1009.5,3.0,8.0,14.0,21.2,True,False,5
3,19.7,25.9,1.5,6.8,4.6,6,31.0,14,13,16,9.0,95,38,1013.7,1006.1,2.0,6.0,20.3,25.2,True,False,3
4,26.3,35.8,1.5,14.2,3.3,1,41.0,10,0,6,7.0,72,65,1022.1,1007.0,0.0,3.0,31.5,29.1,True,False,12
8,12.3,22.5,1.5,12.1,2.1,7,21.0,9,0,19,12.0,89,59,1018.0,1015.7,7.0,7.0,17.6,22.3,True,False,6
3,10.1,24.8,1.5,10.9,10.9,7,20.0,12,3,10,10.0,100,55,1019.3,1010.1,1.0,1.0,18.9,11.3,True,False,11
3,21.2,27.8,1.5,8.6,3.2,2,33.0,0,6,12,20.0,86,41,1007.5,1020.9,3.0,7.0,22.7,22.8,True,False,9
6,26.0,40.6,1.5,4.0,11.4,8,20.0,14,5,15,16.0,53,47,1006.5,1024.3,2.0,8.0,34.7,30.1,True,False,7
7,27.7,39.3,1.5,12.2,4.8,14,43.0,3,6,14,16.0,68,80,1013.8,1024.1,2.0,2.0,32.2,39.2,True,False,5
10,19.6,28.8,1.5,14.6,9.9,5,26.0,10,14,9,12.0,62,40,1014.2,1006.6,4.0,4.0,23.4,27.3,True,False,8
1,13.9,23.1,1.5,11.1,10.9,6,41.0,7,14,13,17.0,69,46,1008.4,1005.6,7.0,2.0,19.9,19.5,True,False,7
3,21.4,31.3,1.5,1.4,6.1,12,21.0,14,14,13,14.0,73,64,1015.8,1024.9,0.0,7.0,31.0,23.4,True,False,8
4,29.8,43.4,1.5,11.0,0.7,12,49.0,0,3,18,18.0,54,52,1018.0,1006.1,0.0,5.0,35.3,37.1,True,False,3
6,25.3,39.9,1.5,0.4,4.1,12,32.0,7,9,16,11.0,69,87,1019.3,1017.1,4.0,1.0,35.3,37.9,True,False,2
5,23.0,29.8,1.5,7.9,11.7,4,24.0,6,11,15,5.0,67,82,1024.7,1010.2,8.0,3.0,27.1,29.3,True,False,3
10,13.5,25.9,1.5,0.3,7.6,5,36.0,5,10,15,16.0,64,81,1006.2,1006.8,6.0,4.0,25.5,17.7,True,False,2
2,20.9,27.1,0.9,14.4,2.7,6,34.0,15,11,20,20.0,75,77,1020.3,1012.6,8.0,1.0,22.1,22.4,True,False,4
3,17.3,27.5,1.5,4.0,10.3,14,46.0,4,6,15,15.0,71,50,1016.0,1015.9,5.0,5.0,23.6,26.9,True,False,2
9,29.1,42.5,1.5,2.1,11.3,15,47.0,0,4,15,13.0,98,55,1022.4,1025.0,2.0,6.0,29.8,36.2,True,False,9
1,19.1,28.8,1.5,1.5,6.7,10,49.0,7,15,13,20.0,61,84,1014.8,1016.6,8.0,4.0,22.6,27.1,True,False,1
3,13.3,26.2,1.5,10.0,0.1,9,43.0,4,13,12,8.0,84,74,1010.3,1015.6,7.0,4.0,21.3,25.1,True,False,3
8,23.7,37.5,1.5,1.1,11.7,0,31.0,13,4,10,12.0,60,66,1022.3,1009.5,3.0,6.0,26.2,26.9,True,False,8
5,22.8,37.0,1.5,5.2,5.2,8,27.0,9,2,18,10.0,51,79,1023.9,1007.8,6.0,2.0,31.2,29.9,True,False,9
8,27.9,37.5,1.5,0.9,9.6,9,38.0,15,7,8,13.0,81,50,1022.1,1012.5,3.0,5.0,34.7,36.1,True,False,4
10,25.1,36.5,0.5,9.3,10.4,7,39.0,6,7,20,19.0,50,76,1015.9,1017.7,8.0,4.0,30.0,26.6,True,False,10
1,20.3,25.8,1.5,13.0,11.9,0,31.0,8,12,6,5.0,70,84,1023.0,1006.4,0.0,0.0,24.6,21.0,True,False,6
8,11.2,22.8,1.5,13.3,4.7,0,23.0,0,12,18,19.0,99,89,1016.1,1006.9,8.0,8.0,17.0,14.2,True,False,1
3,26.5,38.3,1.5,1.6,11.4,15,44.0,15,4,6,7.0,66,47,1006.3,1007.1,6.0,6.0,35.3,32.1,True,False,4
1,22.3,32.4,1.5,10.5,7.6,8,38.0,8,8,7,10.0,75,46,1013.7,1015.0,7.0,0.0,28.7,22.8,True,False,8
10,25.7,36.1,1.5,3.1,11.7,8,32.0,1,10,5,15.0,70,56,1019.7,1024.3,0.0,1.0,34.8,28.3,True,False,7
3,28.9,37.0,1.5,14.4,11.7,11,39.0,6,4,8,13.0,94,90,1021.6,1022.3,8.0,6.0,33.8,36.8,True,False,6
3,25.1,39.6,1.5,8.6,2.8,2,36.0,4,2,8,11.0,93,70,1010.8,1009.0,2.0,3.0,25.9,33.4,True,False,7
6,17.9,31.8,1.5,9.4,3.5,6,41.0,14,10,20,13.0,77,56,1011.4,1005.8,1.0,6.0,22.1,28.8,True,False,2
1,30.0,43.1,1.5,1.5,7.5,4,31.0,6,1,16,17.0,64,52,1008.7,1022.9,3.0,0.0,35.3,40.45,True,False,5
7,24.0,38.9,1.5,10.2,3.6,8,21.0,12,7,14,12.0,75,44,1020.6,1010.3,0.0,1.0,26.8,25.8,True,False,7
7,14.4,27.6,1.5,0.7,2.4,13,40.0,11,2,18,15.0,53,78,1010.8,1024.2,3.0,4.0,19.8,18.0,True,False,1
5,17.2,30.6,1.5,7.8,8.0,1,34.0,0,2,16,20.0,95,43,1005.6,1021.1,3.0,3.0,23.8,26.0,True,False,10
3,14.2,21.2,1.5,8.1,7.2,11,25.0,11,4,17,17.0,83,44,1015.2,1015.2,0.0,7.0,16.6,20.6,True,False,3
3,21.2,35.0,1.5,11.6,3.2,1,47.0,9,12,17,7.0,62,60,1013.0,1014.8,1.0,2.0,26.1,21.9,True,False,11
5,11.4,16.6,1.5,10.1,3.5,14,24.0,7,1,14,7.0,62,55,1022.2,1011.4,2.0,4.0,16.5,16.4,True,False,2
3,22.1,35.7,1.5,6.9,7.1,3,36.0,13,13,13,15.0,53,30,1007.3,1019.5,4.0,2.0,28.0,24.6,True,False,2
5,25.5,40.4,1.5,6.0,3.7,0,26.0,9,0,17,8.0,79,79,1023.9,1020.1,2.0,2.0,35.3,25.8,True,False,11
8,16.6,25.8,1.5,1.2,2.6,9,31.0,11,7,17,15.0,50,54,1012.4,1018.9,4.0,1.0,18.0,22.2,True,False,12
5,10.1,24.0,1.5,14.1,12.0,4,24.0,1,7,15,18.0,61,58,1021.6,1020.9,0.0,7.0,15.4,11.9,True,False,7
